core	label	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	max_age_kyr
GeoB25202_R1	LV7008886760		384.5	226682	13.22	6.4076671596	uk37_alkenone	4.2218	120519546	45	5641818	49.6	6.4076671596	226.682	600
GeoB25202_R1	LV7008886724		389.5	231902.5	32.05	9.757088903125	uk37_alkenone	4.174875	60365451	43	11643512	45.2	9.757088903125	231.9025	600
GeoB25202_R1	LV7008886700		393.5	234870	21.22	8.83393430333333	uk37_alkenone	3.7269	78954286	42.1	8498855	44.6	8.83393430333333	234.87	600
GeoB25202_R1	LV7008867153		396.5	237064.5	6.05	10.9900902370769	uk37_alkenone	3.47258	95002700	43.3	9263487	46.7	10.9900902370769	237.0645	600
GeoB25202_R1	LV7008867129		409.5	245594	2.77	8.99365560066667	uk37_alkenone	4.29474	55049868	57.4	5232405	65.3	8.99365560066667	245.594	600
GeoB25202_R1	LV7008867166		459.5	266247	6.12	6.6175651295	uk37_alkenone	4.5	168276190	55.9	16448927	69.4	6.6175651295	266.247	600
GeoB25202_R1	LV7008867142		476.5	273113.5	4.92	5.80428117764286	uk37_alkenone	4.43319	215772243	54.2	19554290	58.7	5.80428117764286	273.1135	600
GeoB25202_R1	LV7008867118		483.5	276365.5	25.1	6.6445155301	uk37_alkenone	4.35117	190904798	47	43243337	50.2	6.6445155301	276.3655	600
GeoB25202_R1	LV7008867191		488.5	279495	29.62	5.32153397325	uk37_alkenone	4.18545	93080969	42.6	31835245	44.3	5.32153397325	279.495	600
GeoB25202_R1	LV7008867167		500.5	292808	20.59	5.4518017491	uk37_alkenone	4.2296	172364863	47.2	37249544	50.2	5.4518017491	292.808	600
GeoB25202_R1	LV7008867131		510.5	300631	9.15	8.279643003	uk37_alkenone	4.04524	150768434	44.7	15386874	47.3	8.279643003	300.631	600
GeoB25202_R1	LV7008867107		515.5	306119.5	31.39	8.72356062466667	uk37_alkenone	4.044025	107810031	43.4	32807538	45.1	8.72356062466667	306.1195	600
GeoB25202_R1	LV7008867180		524.5	329227	18.9	8.38480617292857	uk37_alkenone	3.21497	170770881	42.6	22105713	45.6	8.38480617292857	329.227	600
GeoB25202_R1	LV7008867156		531.5	332421.5	2.52	8.28242186260714	uk37_alkenone	3.385785	55380845	50.8	5711533	57.7	8.28242186260714	332.4215	600
GeoB25202_R1	LV7008867132		545.5	339566	2.46	6.746106752625	uk37_alkenone	4.52188	57964703	53.2	5935381	60.9	6.746106752625	339.566	600
GeoB25202_R1	LV7008867169		560.5	344618	4.84	9.39378769826667	uk37_alkenone	4.77854	138573975	48.4	13008586	52.1	9.39378769826667	344.618	600
GeoB25202_R1	LV7008867145		575.5	350093	8.82	9.45304382411765	uk37_alkenone	4.66721	144183543	57	24750620	72.1	9.45304382411765	350.093	600
GeoB25202_R1	LV7008867121		592.5	356238	4.69	5.64662122408333	uk37_alkenone	4.48142	150105372	49	11799437	53.2	5.64662122408333	356.238	600
GeoB25202_R1	LV7008867194		610.5	362374.5	17.54	5.7208165615	uk37_alkenone	4.511235	136433156	45.5	23543473	48	5.7208165615	362.3745	600
GeoB25202_R1	LV7008867158		625.5	367294.5	32.24	6.6037421907	uk37_alkenone	4.378835	184101855	43.9	51198191	46	6.6037421907	367.2945	600
GeoB25202_R1	LV7008867134		635.5	370704.5	38.45	9.4468133647	uk37_alkenone	4.296595	88399304	43.6	37343407	45.9	9.4468133647	370.7045	600
GeoB25202_R1	LV7008867116		640.5	372441.5	22.23	10.8683489517	uk37_alkenone	4.362605	92872145	42.1	22868513	44.9	10.8683489517	372.4415	600
GeoB25202_R1	LV7008867159		645.5	374222.5	27.18	12.282435605	uk37_alkenone	4.30885	109959772	41.7	34385763	44.1	12.282435605	374.2225	600
GeoB25202_R1	LV7008867135		651.5	376463	29.59	13.2842023041667	uk37_alkenone	4.20537	97530536	42.7	33340430	45.2	13.2842023041667	376.463	600
GeoB25202_R1	LV7008867196		657.5	378513.5	16.08	8.14138121628571	uk37_alkenone	4.17973	94305095	43.8	17580061	46.8	8.14138121628571	378.5135	600
GeoB25202_R1	LV7008867172		664.5	381109	2.09	9.88112058363636	uk37_alkenone	4.1391	35363678	49.7	4198166	54.4	9.88112058363636	381.109	600
GeoB25202_R1	LV7008867148		675.5	384996	4.23	9.1812133056	uk37_alkenone	4.13976	147981666	51.4	19489918	61.9	9.1812133056	384.996	600
GeoB25202_R1	LV7008867124		690.5	390443	6.1	13.7995124594	uk37_alkenone	3.97772	175531378	51.7	16959636	56.3	13.7995124594	390.443	600
GeoB25202_R1	LV7008867197		705.5	395929.5	1.99	6.60705249941667	uk37_alkenone	3.72282	28571132	49.4	4554189	51.5	6.60705249941667	395.9295	600
GeoB25202_R1	LV7008867161		717.5	399756.5	5.66	8.11914319196429	uk37_alkenone	3.35896	190072783	55.3	21158964	58.4	8.11914319196429	399.7565	600
GeoB25202_R1	LV7008867137		730.5	408300.5	8.01	4.64645324303571	uk37_alkenone	3.185025	202266804	52.8	22201022	57.4	4.64645324303571	408.3005	600
GeoB25202_R1	LV7008867113		743.5	422720.5	6.28	7.21069035797222	uk37_alkenone	3.99764	219134156	55.4	21721130	57.9	7.21069035797222	422.7205	600
GeoB25202_R1	LV7008867186		761.5	441725.5	14.48	5.69519935053571	uk37_alkenone	4.957255	189220344	54.2	33534346	57.9	5.69519935053571	441.7255	600
GeoB25202_R1	LV7008867162		775.5	455640	10.46	6.97973708338889	uk37_alkenone	4.5444	208426993	55.1	35522140	57.7	6.97973708338889	455.64	600
GeoB25202_R1	LV7008867126		784.5	461388.5	27.65	6.212324216	uk37_alkenone	4.59777	112562892	45.3	40943996	47.3	6.212324216	461.3885	600
GeoB25202_R1	LV7008867187		787.5	463137.5	37.23	7.92485320116667	uk37_alkenone	4.586625	98066355	42.4	39578522	44.1	7.92485320116667	463.1375	600
GeoB25202_R1	LV7008867163		790.5	464866.5	25.58	8.2353425199	uk37_alkenone	4.552645	121598070	44.6	44774932	46.1	8.2353425199	464.8665	600
GeoB25202_R1	LV7008867139		795.5	467422	23.85	8.464135617625	uk37_alkenone	4.41468	274137272	53.4	45835937	100.1	8.464135617625	467.422	600
GeoB25202_R1	LV7008867115		799.5	469648.5	22.17	9.0031061871	uk37_alkenone	4.39327	113190594	43.5	35445462	45.3	9.0031061871	469.6485	600
GeoB25202_R1	LV7008867188		804.5	472915.5	38.58	9.8976235145	uk37_alkenone	4.35662	210167985	42.3	63308937	43.4	9.8976235145	472.9155	600
GeoB25202_R1	LV7008867152		810.5	479472.5	26.93	8.3741381706	uk37_alkenone	4.12	145806870	49.4	41661987	56.5	8.3741381706	479.4725	600
GeoB25202_R1	LV7008867128		815.5	485113	35.91	9.9122025607	uk37_alkenone	3.80435	123317210	51.1	46454622	61.6	9.9122025607	485.113	600
GeoB25202_R1	LV7008867369		820.5	494675	89.64	7.9068880863	uk37_alkenone	3.83	73709611	43.4	25467035	47	7.9068880863	494.675	600
GeoB25202_R1	LV7008867345		825.5	509211	99.84	10.0326342514	uk37_alkenone	4.07688	66491588	42.8	29347810	46.4	10.0326342514	509.211	600
GeoB25202_R1	LV7008867321		830.5	517840.5	171.01	6.2340121882	uk37_alkenone	4.052455	255745491	76.5	43947984	211.8	6.2340121882	517.8405	600
GeoB25202_R1	LV7008867382		835.5	523726.5	30.29	5.4482039973	uk37_alkenone	3.85735	115821207	64.2	26698249	74.5	5.4482039973	523.7265	600
GeoB25202_R1	LV7008867358		840.5	529300.5	7.62	4.20340048935	uk37_alkenone	3.98399	76007224	55.1	6424861	63	4.20340048935	529.3005	600
GeoB25202_R1	LV7008867334		846.5	538544	30.62	3.14687621355	uk37_alkenone	4.50736	211667467	65.6	44338958	75.2	3.14687621355	538.544	600
GeoB25202_R1	LV7008867310		850.5	543500	26.7	3.41302116925	uk37_alkenone	4.455	228869133	61.4	28660792	70.8	3.41302116925	543.5	600
GeoB25202_R1	LV7008867383		854.5	548138	39.49	9.57126603266667	uk37_alkenone	4.54724	177185745	63.4	32490240	72	9.57126603266667	548.138	600
GeoB25202_R1	LV7008867323		865.5	565270.5	24.74	6.5041501832	uk37_alkenone	3.93295	161756462	55.2	22121730	62.3	6.5041501832	565.2705	600
GeoB25202_R1	LV7008867396		870.5	569693	48.49	7.9185302282	uk37_alkenone	3.92842	118425944	51.6	23025546	57.8	7.9185302282	569.693	600
GeoB25202_R1	LV7008867360		875.5	573971.5	50.6	9.9337503587	uk37_alkenone	3.72772	83114815	48.4	22227878	53.1	9.9337503587	573.9715	600
GeoB25202_R1	LV7008867336		880.5	579598	90.47	5.9227238689	uk37_alkenone	3.64176	103691522	46.3	37332431	49.2	5.9227238689	579.598	600
GeoB25202_R1	LV7008867312		885.5	583600.5	43.2	8.9859429084	uk37_alkenone	4.30201	117972065	54.4	27242392	60.6	8.9859429084	583.6005	600
GeoB25202_R1	LV7008867385		890.5	587290.5	29.16	10.3382550945	uk37_alkenone	4.13324	119200263	53.4	18683769	59.3	10.3382550945	587.2905	600
GeoB25202_R1	LV7008867361		895.5	589720	23.82	7.6048496126	uk37_alkenone	4.0844	89555873	51.8	14815511	58.1	7.6048496126	589.72	600
GeoB25202_R1	LV7008867325		900.5	592112	34.39	6.980962389	uk37_alkenone	4.01664	100199739	49.2	17083596	54.2	6.980962389	592.112	600
GeoB25202_R1	LV7008867398		905.5	594550.5	53.78	9.786472645875	uk37_alkenone	3.88899	87509812	51.3	21484973	56.9	9.786472645875	594.5505	600
GeoB25202_R1	LV7008867374		909.5	596578	15.43	12.3362642633333	uk37_alkenone	3.83798	112141499	56.8	9742182	66.6	12.3362642633333	596.578	600
GeoB25202_R1	LV7008867350		912.5	598064	7.56	12.5337193668333	uk37_alkenone	3.99192	55074258	48.7	5351855	55.5	12.5337193668333	598.064	600
GeoB25202_R1	LV7008867326		915.5	599518.5	30.01			4.045925	214324053	61.6	34301397	67.7		599.5185	600
GeoB25202_R2	LV7008886726		4.5	692	204.6	8.77194686709375	uk37_alkenone	3.23	210895995	63.5	141214842	64.2	8.77194686709375	0.692	600
GeoB25202_R2	LV7008886702		20.5	2324	70.74	6.90941715213889	uk37_alkenone	3.21564	331982111	48.7	72925388	49.9	6.90941715213889	2.324	600
GeoB25202_R2	LV7008886763		38.5	7133.5	37.96	6.13742853745238	uk37_alkenone	3.376675	153803085	44.3	35210092	46.4	6.13742853745238	7.1335	600
GeoB25202_R2	LV7008886739		59.5	16437.5	82.56	7.29751179212	uk37_alkenone	4.806875	201287627	49.7	67761404	50.8	7.29751179212	16.4375	600
GeoB25202_R2	LV7008886715		84.5	27685.5	77.28	7.86592749392857	uk37_alkenone	4.75	163412376	53.6	44513031	55.5	7.86592749392857	27.6855	600
GeoB25202_R2	LV7008886226		105.5	36607	46.28	9.28041102375	uk37_alkenone	4.45607	193464268	41.2	26190630	42.8	9.28041102375	36.607	600
GeoB25202_R2	LV7008886752		119.5	43105	26.14	8.3026120984	uk37_alkenone	4.4621	223261934	57.3	26874573	61.2	8.3026120984	43.105	600
GeoB25202_R2	LV7008886728		129.5	50355.5	42.73	8.9755353679	uk37_alkenone	4.336445	152247351	58.3	27749284	61.8	8.9755353679	50.3555	600
GeoB25202_R2	LV7008886704		139.5	53875	23.87	6.235490352	uk37_alkenone	4.3875	186672027	56.9	18918645	61.2	6.235490352	53.875	600
GeoB25202_R2	LV7008886753		155.5	58997	24.03	9.918947659625	uk37_alkenone	4.43018	129194349	43.9	9629685	47.9	9.918947659625	58.997	600
GeoB25202_R2	LV7008886717		159.5	59738	49.74	7.834293148625	uk37_alkenone	4.55546	128512499	41.9	19897194	43.6	7.834293148625	59.738	600
GeoB25202_R2	LV7008886229		167.5	68149	132.24	8.09207392775	uk37_alkenone	4.42745	116981055	44.2	41819821	45.4	8.09207392775	68.149	600
GeoB25202_R2	LV7008886766		173.5	71889.5	126.44	10.5567572325	uk37_alkenone	4.211105	78971219	43.7	39085954	44.9	10.5567572325	71.8895	600
GeoB25202_R2	LV7008886742		179.5	75351	108.77	7.8788526045	uk37_alkenone	3.98861	92781115	43.1	39562418	43.9	7.8788526045	75.351	600
GeoB25202_R2	LV7008886718		185.5	79025.5	84.54	8.49363513875	uk37_alkenone	4.046175	89422185	43.8	31128648	44.8	8.49363513875	79.0255	600
GeoB25202_R2	LV7008886755		189.5	81670.5	58.83	7.83914049266667	uk37_alkenone	3.80659	55364060	44.5	24465147	45.1	7.83914049266667	81.6705	600
GeoB25202_R2	LV7008886731		195.5	87282.5	63.44	8.63470754958333	uk37_alkenone	4.160225	79646998	39.2	25551214	40.6	8.63470754958333	87.2825	600
GeoB25202_R2	LV7008886707		201.5	95387.5	68.75	6.490722559125	uk37_alkenone	3.76225	69827293	43.2	25105592	44.1	6.490722559125	95.3875	600
GeoB25202_R2	LV7008886780		205.5	102295.5	96.96	7.669916553875	uk37_alkenone	3.86591	90635071	44.1	32708902	45.2	7.669916553875	102.2955	600
GeoB25202_R2	LV7008886756		209.5	105578.5	62.05	8.648961519375	uk37_alkenone	3.936775	52490713	43.1	18754669	44.3	8.648961519375	105.5785	600
GeoB25202_R2	LV7008886720		213.5	109630.5	81.94	10.5363336105	uk37_alkenone	4.06956	95844104	40.9	36604669	42.2	10.5363336105	109.6305	600
GeoB25202_R2	LV7008886228		223.5	120023.5	6.39	15.13774048625	uk37_alkenone	3.269765	88740799	47.1	2660886	51.7	15.13774048625	120.0235	600
GeoB25202_R2	LV7008886769		227.5	123119.5	14.6	15.0483957938462	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.0483957938462	123.1195	600
GeoB25202_R2	LV7008886745		240.5	136277.5	11.25	10.5709554267778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.5709554267778	136.2775	600
GeoB25202_R2	LV7008886721		249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222	147.206	600
GeoB25202_R2	LV7008886782		258.5	156777	14.01	11.547983389	uk37_alkenone	4.74892	128170970	52.7	7735721	57.8	11.547983389	156.777	600
GeoB25202_R2	LV7008886758		273.5	184971.5	7.6	10.425617161	uk37_alkenone	4.584585	59155571	42.8	3207492	45.6	10.425617161	184.9715	600
GeoB25202_R2	LV7008886223		283.5	191464.5	13.98	10.1545751152143	uk37_alkenone	3.958135	79591378	47.3	6530890	49.6	10.1545751152143	191.4645	600
GeoB25202_R2	LV7008886710		297.5	197845	26.38	6.73118480607143	uk37_alkenone	3.8076	75031913	42.3	10434962	44	6.73118480607143	197.845	600
GeoB25202_R2	LV7008886783		311.5	201358.5	16.75	7.40683362465625	uk37_alkenone	3.56585	96013081	46.3	6893015	49	7.40683362465625	201.3585	600
GeoB25202_R2	LV7008886747		327.5	205616	18.15	8.26556635888158	uk37_alkenone	3.7892	127813594	52.2	9357323	56.1	8.26556635888158	205.616	600
GeoB25202_R2	LV7008886723		365.5	215920	30.53	8.73138826475	uk37_alkenone	3.5308	90977193	48.7	16320549	50.1	8.73138826475	215.92	600
GeoB25202_R2	LV7008886699		373.5	217849	43.04	7.6602406605	uk37_alkenone	3.68376	113678309	55.8	19881293	99.8	7.6602406605	217.849	600
GeoB25202_R2	LV7008886772		384.5	226682	20.71	6.4076671596	uk37_alkenone	4.2218	62266662	39.4	6627918	42.5	6.4076671596	226.682	600
GeoB25202_R2	LV7008886748		389.5	231902.5	35.4	9.757088903125	uk37_alkenone	4.174875	65723810	42.5	12182354	45.8	9.757088903125	231.9025	600
GeoB25202_R2	LV7008886712		393.5	234870	44.19	8.83393430333333	uk37_alkenone	3.7269	58730044	44	15118695	46.5	8.83393430333333	234.87	600
GeoB25202_R2	LV7008867165		396.5	237064.5	8.88	10.9900902370769	uk37_alkenone	3.47258	81143851	40.9	7958908	44.1	10.9900902370769	237.0645	600
GeoB25202_R2	LV7008867141		409.5	245594	1.68	8.99365560066667	uk37_alkenone	4.29474	102429324	57.9	6973473	69.4	8.99365560066667	245.594	600
GeoB25202_R2	LV7008867117		439.5	257980.5	2.44	5.27030760265	uk37_alkenone	4.51078	82028417	53.3	5160256	64	5.27030760265	257.9805	600
GeoB25202_R2	LV7008867154		476.5	273113.5	18.39	5.80428117764286	uk37_alkenone	4.43319	259163353	59.9	36623716	123.9	5.80428117764286	273.1135	600
GeoB25202_R2	LV7008867130		483.5	276365.5	21.32	6.6445155301	uk37_alkenone	4.35117	261345668	42.6	52220653	43.8	6.6445155301	276.3655	600
GeoB25202_R2	LV7008867106		488.5	279495	32.96	5.32153397325	uk37_alkenone	4.18545	109288801	44	35940383	45.4	5.32153397325	279.495	600
GeoB25202_R2	LV7008867179		500.5	292808	11.01	5.4518017491	uk37_alkenone	4.2296	150628373	48.2	26307325	51.3	5.4518017491	292.808	600
GeoB25202_R2	LV7008867143		510.5	300631	23.38	8.279643003	uk37_alkenone	4.04524	110545283	43.5	28404869	45.5	8.279643003	300.631	600
GeoB25202_R2	LV7008867119		515.5	306119.5	35.88	8.72356062466667	uk37_alkenone	4.044025	103101457	44.7	38051552	46.4	8.72356062466667	306.1195	600
GeoB25202_R2	LV7008867168		531.5	332421.5	1	8.28242186260714	uk37_alkenone	3.385785	25437443	50.7	2137450	59.8	8.28242186260714	332.4215	600
GeoB25202_R2	LV7008867144		545.5	339566	1.65	6.746106752625	uk37_alkenone	4.52188	63975436	51.9	5359697	57.2	6.746106752625	339.566	600
GeoB25202_R2	LV7008865054		549.5	341089.5	2.8	6.29064102481818	uk37_alkenone	4.839105	77878976	54.8	5723590	63.4	6.29064102481818	341.0895	600
GeoB25202_R2	LV7008867181		560.5	344618	3.8	9.39378769826667	uk37_alkenone	4.77854	137090711	49.8	9074111	55.1	9.39378769826667	344.618	600
GeoB25202_R2	LV7008867157		575.5	350093	2.94	9.45304382411765	uk37_alkenone	4.66721	107722167	53.5	8502606	59.7	9.45304382411765	350.093	600
GeoB25202_R2	LV7008867133		592.5	356238	4.78	5.64662122408333	uk37_alkenone	4.48142	139876086	45.9	12472966	49.3	5.64662122408333	356.238	600
GeoB25202_R2	LV7008867109		610.5	362374.5	12.06	5.7208165615	uk37_alkenone	4.511235	146316689	45.8	21286704	48	5.7208165615	362.3745	600
GeoB25202_R2	LV7008867170		624.5	366982.5	29.2	6.4360447675	uk37_alkenone	4.369125	85734402	41.7	26623145	44	6.4360447675	366.9825	600
GeoB25202_R2	LV7008867146		635.5	370704.5	33.6	9.4468133647	uk37_alkenone	4.296595	68502120	43	33386260	44.8	9.4468133647	370.7045	600
GeoB25202_R2	LV7008867122		640.5	372441.5	24.88	10.8683489517	uk37_alkenone	4.362605	113375608	40.8	28854730	43.1	10.8683489517	372.4415	600
GeoB25202_R2	LV7008867171		645.5	374222.5	16.89	12.282435605	uk37_alkenone	4.30885	101837870	42.2	35470803	44.1	12.282435605	374.2225	600
GeoB25202_R2	LV7008867147		651.5	376463	37.6	13.2842023041667	uk37_alkenone	4.20537	110836009	40.8	52177498	42.4	13.2842023041667	376.463	600
GeoB25202_R2	LV7008867111		657.5	378513.5	14.86	8.14138121628571	uk37_alkenone	4.17973	119897744	43.7	19869391	46.6	8.14138121628571	378.5135	600
GeoB25202_R2	LV7008865063		664.5	381109	2.94	9.88112058363636	uk37_alkenone	4.1391	81580919	53	7328120	58.1	9.88112058363636	381.109	600
GeoB25202_R2	LV7008867160		675.5	384996	4.97	9.1812133056	uk37_alkenone	4.13976	130514865	50	16597730	56.3	9.1812133056	384.996	600
GeoB25202_R2	LV7008867136		690.5	390443	2.83	13.7995124594	uk37_alkenone	3.97772	83164566	51.6	8413435	54.9	13.7995124594	390.443	600
GeoB25202_R2	LV7008867173		717.5	399756.5	5.82	8.11914319196429	uk37_alkenone	3.35896	137730215	55.3	18192396	58.5	8.11914319196429	399.7565	600
GeoB25202_R2	LV7008867149		730.5	408300.5	6.96	4.64645324303571	uk37_alkenone	3.185025	165113372	51	21646152	54.2	4.64645324303571	408.3005	600
GeoB25202_R2	LV7008867125		743.5	422720.5	11.93	7.21069035797222	uk37_alkenone	3.99764	230122973	57.8	32138556	60.1	7.21069035797222	422.7205	600
GeoB25202_R2	LV7008867198		761.5	441725.5	2.6	5.69519935053571	uk37_alkenone	4.957255	63338026	47.8	5845200	52	5.69519935053571	441.7255	600
GeoB25202_R2	LV7008867174		775.5	455640	11.71	6.97973708338889	uk37_alkenone	4.5444	199383532	56	34287793	58.8	6.97973708338889	455.64	600
GeoB25202_R2	LV7008867138		784.5	461388.5	34.81	6.212324216	uk37_alkenone	4.59777	167845902	59.1	54176120	69.6	6.212324216	461.3885	600
GeoB25202_R2	LV7008867199		787.5	463137.5	33.15	7.92485320116667	uk37_alkenone	4.586625	126105142	43.7	43925254	45	7.92485320116667	463.1375	600
GeoB25202_R2	LV7008867175		790.5	464866.5	37.1	8.2353425199	uk37_alkenone	4.552645	118724917	43.9	49225887	44.8	8.2353425199	464.8665	600
GeoB25202_R2	LV7008867151		795.5	467422	14.24	8.464135617625	uk37_alkenone	4.41468	161157563	48.3	32136507	53.5	8.464135617625	467.422	600
GeoB25202_R2	LV7008867127		799.5	469648.5	30.89	9.0031061871	uk37_alkenone	4.39327	130482513	43.2	38907886	44.8	9.0031061871	469.6485	600
GeoB25202_R2	LV7008865062		804.5	472915.5	46.68	9.8976235145	uk37_alkenone	4.35662	84274545	43	39946646	44.3	9.8976235145	472.9155	600
GeoB25202_R2	LV7008867164		810.5	479472.5	30.81	8.3741381706	uk37_alkenone	4.12	98111372	46.5	36507864	49.7	8.3741381706	479.4725	600
GeoB25202_R2	LV7008867140		815.5	485113	26.21	9.9122025607	uk37_alkenone	3.80435	123413494	44	40994469	46.8	9.9122025607	485.113	600
GeoB25202_R2	LV7008865064		820.5	494675	14.21	7.9068880863	uk37_alkenone	3.83	175566585	62.2	33009504	116.8	7.9068880863	494.675	600
GeoB25202_R2	LV7008867357		825.5	509211	98.44	10.0326342514	uk37_alkenone	4.07688	91915136	56.7	33109859	90.5	10.0326342514	509.211	600
GeoB25202_R2	LV7008867333		830.5	517840.5	94.13	6.2340121882	uk37_alkenone	4.052455	207539053	69.6	34793641	192.1	6.2340121882	517.8405	600
